stock_no,product_size,profit,product_type,weight,product_name
3913,4.54,20.33,food,1.98,chicken
4982,6.59,20.43,clothing,13.1,trousers
3376,2.46,20.5,clothing,7.93,trousers
1684,4.16,20.75,furniture,12.01,cot
8618,0.99,20.93,food,4.84,noodles
9552,3.45,21.0,furniture,16.73,cot
3931,5.47,21.07,clothing,8.35,socks
4159,8.19,21.29,clothing,9.9,t-shirt
1746,6.41,21.47,furniture,17.05,bed
8413,4.59,21.52,furniture,13.58,dining table
9421,7.5,21.61,food,17.27,beef
7530,9.93,21.77,clothing,13.6,shirt
163,3.84,21.86,clothing,1.59,t-shirt
4372,7.73,21.98,clothing,6.22,dress
9787,3.55,22.29,clothing,7.61,polo
6229,2.56,22.3,furniture,4.18,dining table
5818,8.23,23.13,furniture,15.23,dining table
5195,5.83,23.14,furniture,3.05,bed
9340,5.14,23.23,furniture,10.86,sofa
1662,6.02,23.24,food,7.0,roll
2732,0.07,23.45,food,13.44,wrap
3038,3.18,23.49,clothing,4.96,skirt
8360,7.94,23.68,food,2.92,sauce
2087,6.1,23.71,furniture,15.76,chair
2932,9.3,23.71,food,9.24,ice cream
2106,7.95,23.88,food,4.94,beef
1410,3.93,23.92,food,4.54,roll
5450,6.56,24.56,food,17.78,quinoa
9069,6.99,24.61,clothing,10.18,polo
5046,2.96,24.73,food,19.09,noodles
1424,7.87,24.75,food,14.59,whey
4786,6.93,24.75,food,4.91,bread
3194,5.82,24.85,food,9.46,rice
9575,5.16,24.85,furniture,15.41,bed
3897,6.69,24.92,furniture,0.18,bed
8540,4.94,24.93,clothing,0.26,shirt
3922,9.03,24.96,furniture,15.68,sofa
6956,0.06,24.97,food,8.48,yoghurt
3069,3.9,25.08,furniture,3.55,bed
7554,6.47,25.46,food,17.67,bread
2765,9.35,25.49,clothing,8.13,socks
1028,5.25,25.61,clothing,12.22,t-shirt
441,6.71,25.73,food,10.16,bread
9180,5.65,25.79,food,12.7,noodles
550,3.57,25.83,food,1.84,noodles
4330,1.09,25.87,clothing,0.5,polo
1521,2.69,25.94,food,10.09,beef
2104,2.64,25.96,food,4.58,wrap
1265,5.69,26.14,food,7.47,noodles
7254,7.6,26.19,furniture,0.5,desk
1455,3.69,26.52,furniture,1.23,shelves
9770,5.01,26.72,food,5.5,chicken
5272,7.85,26.9,clothing,8.12,socks
4280,0.43,26.99,clothing,3.23,shirt
7189,3.02,27.16,food,8.12,beef
6190,8.72,27.29,food,11.64,yoghurt
4001,9.73,27.42,clothing,13.59,shirt
8547,2.19,27.43,furniture,2.19,desk
6013,8.95,27.46,food,6.79,quinoa
367,2.19,27.72,food,9.26,roll
8446,2.38,27.74,clothing,9.27,jeans
2389,8.98,27.85,food,17.4,bread
1792,2.83,28.08,furniture,2.48,dining table
7607,9.7,28.24,furniture,12.2,sofa
1660,4.01,28.25,clothing,6.09,jeans
1789,8.5,28.4,food,17.03,noodles
4633,8.81,28.52,clothing,2.91,jeans
6702,4.5,28.52,clothing,11.01,skirt
2459,3.68,28.55,clothing,18.94,trousers
330,0.99,28.65,food,0.0,quinoa
4991,9.91,29.04,clothing,0.41,skirt
2667,8.26,29.3,clothing,16.76,dress
4182,8.36,29.3,furniture,15.04,sofa
6656,3.95,29.4,furniture,3.01,shelves
7298,9.69,29.41,furniture,8.35,dining table
7191,5.48,29.44,clothing,2.86,trousers
4273,3.06,29.45,food,14.39,sauce
4578,3.01,29.5,clothing,12.63,t-shirt
7278,5.79,29.57,clothing,19.22,skirt
5125,2.21,29.7,food,19.73,wrap
8166,1.55,29.73,food,17.98,wrap
1703,4.4,29.77,food,13.32,roll
9598,9.19,29.84,furniture,9.88,bed
6666,6.76,29.87,food,12.0,noodles
9912,4.29,29.92,clothing,1.89,underwear
6999,1.46,29.95,furniture,5.99,press
4643,5.34,30.18,furniture,17.54,press
1869,2.02,30.41,food,8.65,ice cream
2453,7.36,30.42,food,9.34,bread
2599,0.91,30.43,furniture,17.09,chair
8748,5.19,30.55,clothing,5.39,trousers
2803,6.74,30.6,furniture,4.77,bed
1568,4.57,30.71,food,8.81,noodles
1764,4.9,30.73,clothing,8.33,tie
4785,8.49,30.79,clothing,0.68,t-shirt
8827,6.44,31.04,food,4.04,wrap
6152,3.63,31.16,clothing,2.9,skirt
9426,0.99,31.17,furniture,17.24,cot
8501,8.41,31.21,furniture,3.37,desk
6931,9.26,31.23,furniture,17.63,cot
3967,4.07,31.25,furniture,6.51,shelves
6397,8.71,31.5,food,0.12,yoghurt
8045,2.57,31.73,clothing,9.03,underwear
5476,3.21,31.74,furniture,13.74,cot
5871,8.42,31.75,clothing,8.35,shirt
3915,2.52,31.76,clothing,1.96,trousers
252,3.92,31.78,clothing,13.0,t-shirt
7224,6.09,32.16,food,17.1,quinoa
9895,7.95,32.18,clothing,18.55,tie
5810,8.3,32.26,clothing,5.85,jeans
3565,2.21,32.43,food,11.07,ice cream
92,5.68,32.56,furniture,19.33,desk
750,7.1,32.57,food,8.63,chicken
3680,8.72,32.57,furniture,10.63,shelves
3125,6.72,32.59,food,15.35,beef
7410,2.85,32.7,furniture,14.59,press
7129,6.54,32.71,food,19.5,beef
1286,7.28,32.79,food,9.55,noodles
4084,2.29,32.85,clothing,12.92,t-shirt
8962,0.64,32.91,clothing,2.63,shirt
3013,3.95,32.93,food,2.51,ice cream
7146,0.35,32.97,furniture,10.52,cot
1697,9.68,33.18,clothing,7.98,t-shirt
7050,7.1,33.54,clothing,3.94,dress
27,6.01,33.58,food,15.77,ice cream
2516,1.86,33.64,furniture,2.7,press
7313,3.88,33.73,food,5.07,noodles
930,2.33,34.14,food,9.68,rice
6260,8.41,34.17,food,15.21,whey
6325,6.51,34.17,furniture,14.96,shelves
2802,1.72,34.19,clothing,19.61,socks
6432,2.73,34.55,clothing,19.5,underwear
7280,6.37,34.67,furniture,1.81,bed
546,5.5,34.84,furniture,17.86,sofa
1348,8.92,34.87,food,13.23,sauce
2626,3.26,34.88,food,6.23,yoghurt
8373,0.54,34.97,food,13.7,roll
5288,8.89,35.11,clothing,4.71,underwear
5593,6.49,35.19,furniture,7.16,press
1062,2.25,35.24,clothing,19.5,tie
3870,7.86,35.29,clothing,11.49,underwear
3306,3.21,35.31,clothing,6.39,jeans
3264,6.56,35.41,food,9.25,wrap
213,8.05,35.68,food,1.64,sauce
6890,6.84,35.78,food,6.46,bread
3830,0.54,35.89,clothing,9.39,socks
9735,9.46,36.06,furniture,9.97,cot
4097,6.6,36.13,food,9.91,beef
3852,8.07,36.26,clothing,19.61,t-shirt
5515,6.19,36.45,furniture,16.56,press
9009,3.93,36.66,food,19.83,quinoa
4779,8.31,36.69,furniture,6.45,sofa
1207,4.05,36.76,clothing,2.22,t-shirt
9242,9.58,36.85,clothing,4.66,socks
1724,8.4,36.88,food,9.34,bread
298,6.34,36.97,furniture,3.58,desk
7086,9.45,36.98,furniture,12.98,sofa
1201,0.85,37.01,furniture,18.53,dining table
900,0.11,37.12,clothing,7.7,underwear
6165,0.26,37.12,clothing,16.2,polo
9830,0.92,37.23,clothing,19.62,skirt
8872,6.7,37.3,food,13.3,quinoa
2501,0.58,37.4,clothing,3.02,underwear
4133,8.39,37.65,food,18.11,rice
2565,0.05,37.78,food,4.43,whey
5250,0.13,37.79,clothing,7.74,dress
1351,2.95,37.92,clothing,3.18,jeans
6579,1.06,38.08,furniture,4.5,sofa
9298,1.85,38.26,furniture,16.91,shelves
2328,1.05,38.54,food,11.63,noodles
7714,5.65,38.55,furniture,6.06,dining table
8500,5.71,38.56,clothing,4.57,t-shirt
2340,9.57,38.62,food,19.84,beef
5075,2.86,38.77,food,14.69,rice
7593,1.33,38.84,furniture,10.74,sofa
4626,4.41,38.86,food,6.54,noodles
8845,3.54,38.91,furniture,15.3,sofa
21,9.69,38.93,food,9.21,noodles
1608,4.05,38.97,clothing,5.72,t-shirt
4218,3.63,38.99,furniture,7.82,press
378,6.26,39.03,food,0.35,bread
3580,4.88,39.04,furniture,17.42,sofa
1235,5.61,39.06,food,14.66,quinoa
4739,2.93,39.13,furniture,17.44,dining table
3981,0.93,39.25,furniture,5.01,bed
8660,6.15,39.35,food,4.61,noodles
394,9.38,39.39,clothing,7.72,polo
346,6.21,39.4,food,18.42,whey
8163,9.52,39.47,food,12.33,ice cream
8152,2.87,39.5,furniture,11.39,bed
9695,6.6,39.5,clothing,15.61,skirt
1026,6.75,39.74,clothing,15.77,socks
2212,6.16,39.74,food,9.38,rice
5166,5.19,39.74,furniture,2.05,dining table
9642,9.42,39.78,furniture,10.52,shelves
6191,2.2,40.08,furniture,6.51,sofa
5545,3.48,40.1,clothing,18.12,shirt
7502,7.27,40.12,furniture,3.32,press
4854,1.1,40.48,clothing,13.86,tie
6344,6.64,40.8,furniture,2.49,cot
8486,2.99,40.92,clothing,6.87,dress
2631,1.27,40.96,clothing,13.62,shirt
9174,1.14,40.98,clothing,18.75,trousers
8837,5.07,41.09,clothing,11.14,jeans
8069,8.8,41.15,food,1.42,rice
5329,6.27,41.21,clothing,4.54,skirt
2404,4.65,41.35,furniture,6.56,cot
8027,0.12,41.37,clothing,10.02,shirt
3410,3.27,41.4,furniture,11.43,bed
7699,6.62,41.44,clothing,17.48,underwear
7142,6.24,41.48,food,5.25,quinoa
7099,0.51,41.6,clothing,5.17,socks
6427,6.6,41.61,furniture,11.08,chair
3721,2.94,41.71,clothing,1.35,jeans
6408,5.75,41.94,food,5.27,roll
5537,3.28,42.01,furniture,13.02,shelves
3995,6.16,42.16,furniture,2.6,bed
4396,3.32,42.19,clothing,12.43,shirt
7945,1.69,42.22,furniture,0.89,bed
2235,6.1,42.28,food,9.83,roll
9643,8.7,42.29,furniture,6.92,dining table
1986,2.85,42.71,food,2.6,ice cream
3820,2.03,42.77,food,16.53,roll
7852,1.11,42.95,food,7.6,yoghurt
8747,2.16,43.06,clothing,15.41,underwear
1217,1.63,43.1,furniture,6.55,shelves
9937,9.55,43.12,clothing,3.06,skirt
8477,4.47,43.16,food,4.05,noodles
2274,3.27,43.33,clothing,19.27,underwear
16,1.29,43.69,furniture,17.22,bed
6877,5.39,43.8,clothing,1.91,polo
9386,5.09,43.98,clothing,6.05,skirt
9703,1.51,44.1,food,2.64,chicken
712,0.78,44.11,clothing,7.38,skirt
7761,9.74,44.12,food,0.97,yoghurt
2996,3.14,44.13,clothing,6.37,t-shirt
1118,9.15,44.19,furniture,1.34,desk
8906,0.16,44.21,food,4.4,beef
4629,2.12,44.47,furniture,13.31,cot
4920,6.77,44.55,clothing,1.93,socks
5015,6.15,44.61,clothing,9.74,shirt
9055,4.15,44.69,food,2.06,beef
806,9.97,44.74,clothing,1.4,socks
1125,4.41,44.84,furniture,9.84,desk
3112,5.85,44.86,furniture,7.85,desk
1373,6.57,45.05,furniture,13.99,chair
1006,1.94,45.13,food,16.01,quinoa
9214,7.03,45.34,furniture,6.8,cot
2396,9.71,45.36,clothing,3.55,socks
927,2.42,45.55,furniture,4.22,chair
3059,8.94,45.56,furniture,3.33,chair
1867,9.16,45.65,food,7.0,ice cream
3669,6.2,45.72,furniture,7.19,bed
6575,9.95,45.87,food,4.82,chicken
5988,8.6,45.98,food,18.1,beef
7202,5.0,46.0,clothing,18.92,dress
5089,0.73,46.07,furniture,6.53,bed
6001,8.16,46.16,clothing,13.36,socks
2868,3.42,46.47,food,6.91,beef
8328,8.78,46.59,clothing,13.11,socks
851,5.83,46.8,food,11.0,chicken
5257,6.05,46.86,food,11.83,sauce
4268,1.03,46.87,food,1.33,bread
2150,4.8,46.96,furniture,16.25,press
250,7.84,47.19,clothing,6.36,dress
9614,5.96,47.35,clothing,10.71,underwear
6113,8.07,47.4,clothing,4.17,polo
3641,7.58,47.67,furniture,4.01,chair
8435,6.61,47.67,furniture,3.31,press
9063,0.11,47.86,furniture,10.46,desk
3725,0.84,47.93,clothing,0.6,tie
8671,1.01,48.08,clothing,16.66,trousers
4065,5.59,48.12,furniture,2.45,bed
6268,5.81,48.22,food,9.59,rice
9888,4.7,48.29,furniture,17.44,bed
7377,1.07,48.41,furniture,16.5,shelves
6696,9.29,48.45,food,4.3,yoghurt
2129,3.96,48.47,furniture,7.29,desk
1070,2.37,48.49,clothing,9.81,trousers
3189,6.01,48.5,food,11.05,quinoa
9443,1.26,48.59,furniture,5.09,shelves
8604,5.9,48.65,food,13.21,bread
5704,6.46,48.83,furniture,7.02,bed
5672,2.46,48.85,clothing,5.67,polo
4820,2.36,48.99,furniture,18.66,chair
6469,6.65,48.99,food,12.13,ice cream
1282,6.38,49.03,clothing,7.92,socks
1865,5.06,49.16,furniture,9.67,desk
6865,4.25,49.16,food,6.13,wrap
8667,0.0,49.16,food,16.76,noodles
5540,7.13,49.17,clothing,13.27,polo
5408,0.42,49.43,food,1.71,sauce
2482,8.53,49.48,furniture,1.4,press
8836,0.73,49.53,clothing,8.94,underwear
9527,6.62,49.57,clothing,3.55,jeans
1713,3.58,49.73,clothing,2.32,skirt
6050,8.36,49.75,food,7.3,noodles
6550,2.96,49.8,food,10.87,rice
8481,2.21,50.23,clothing,6.65,underwear
2101,3.49,50.27,furniture,1.48,bed
6471,9.3,50.37,clothing,0.48,shirt
9193,6.13,50.41,furniture,12.8,dining table
7524,9.54,50.64,furniture,15.25,chair
3887,2.67,50.67,furniture,5.36,desk
8352,2.25,50.81,furniture,19.0,bed
8619,8.21,50.84,clothing,4.06,underwear
3542,6.66,50.88,furniture,8.31,sofa
9837,3.4,51.25,clothing,19.0,jeans
8050,9.37,51.28,furniture,2.64,cot
493,3.42,51.54,furniture,11.28,dining table
2052,0.66,51.55,clothing,18.96,jeans
886,1.2,51.56,furniture,19.0,chair
5146,7.97,51.59,furniture,15.6,cot
1341,4.67,51.69,food,17.36,noodles
1481,9.54,51.7,food,12.27,ice cream
6361,9.73,51.77,clothing,9.05,dress
5689,5.73,51.8,furniture,6.79,bed
1072,5.95,51.94,clothing,14.15,socks
9331,4.69,51.95,clothing,19.26,shirt
5499,7.11,51.98,furniture,19.55,dining table
7250,0.36,52.13,clothing,2.3,dress
5131,6.1,52.14,clothing,12.6,tie
7372,0.68,52.22,furniture,19.57,sofa
3488,4.66,52.35,food,2.39,whey
7277,0.38,52.38,furniture,17.88,press
4662,7.98,52.6,food,14.93,whey
4261,9.19,52.65,clothing,4.77,t-shirt
6172,5.48,52.72,furniture,8.05,cot
1251,8.12,52.95,clothing,12.93,polo
6957,1.03,53.15,food,17.27,quinoa
9808,0.42,53.31,furniture,7.16,shelves
2981,7.43,53.49,furniture,12.12,sofa
5053,6.06,53.49,furniture,8.95,shelves
7265,4.96,53.5,furniture,0.53,shelves
976,3.52,53.78,food,8.15,ice cream
4011,0.93,53.9,clothing,18.71,trousers
3609,8.81,53.94,food,8.79,rice
7496,0.67,54.04,clothing,8.79,jeans
6892,1.01,54.11,food,4.87,wrap
3782,4.08,54.12,furniture,2.41,cot
6862,8.39,54.12,clothing,12.56,tie
253,3.87,54.21,furniture,16.62,press
60,6.33,54.3,food,17.53,wrap
358,8.41,54.56,food,13.26,chicken
1812,2.8,54.59,furniture,9.31,cot
985,3.71,54.68,furniture,5.21,cot
8087,3.14,54.85,food,13.92,beef
2120,5.14,54.94,food,11.81,whey
3584,9.41,55.03,food,4.27,whey
3271,9.65,55.18,food,16.33,ice cream
1976,9.38,55.29,clothing,19.37,shirt
7784,7.77,55.29,furniture,1.63,press
5367,4.61,55.3,furniture,4.99,chair
4649,8.22,55.31,food,14.55,sauce
5525,6.43,55.34,furniture,0.91,press
4347,0.06,55.65,clothing,17.62,tie
8999,6.03,55.75,furniture,12.6,shelves
4890,8.0,56.2,furniture,10.96,chair
5602,3.81,56.2,furniture,12.87,press
9521,9.46,56.32,food,4.57,whey
5390,9.09,56.36,furniture,4.16,shelves
619,2.43,56.49,food,14.07,wrap
5338,2.95,56.5,food,14.85,roll
2079,5.02,56.57,clothing,15.59,t-shirt
7364,2.57,56.85,food,4.8,roll
2067,3.8,56.88,food,1.18,roll
2066,9.66,57.29,clothing,17.2,socks
483,8.89,57.31,clothing,6.9,shirt
2402,8.3,57.4,clothing,18.2,dress
5252,6.61,57.75,clothing,7.76,jeans
7771,6.99,57.86,food,1.89,yoghurt
4249,8.97,57.88,furniture,11.02,cot
9401,6.18,58.02,food,9.94,whey
6209,1.7,58.31,food,0.84,bread
9570,7.77,59.11,clothing,9.85,trousers
4051,2.77,59.14,food,2.78,chicken
5394,9.23,59.14,furniture,2.73,dining table
5555,2.67,59.14,furniture,13.2,cot
2377,8.9,59.31,food,14.87,yoghurt
1326,2.1,59.38,clothing,5.46,polo
6952,7.3,59.5,food,18.36,quinoa
6918,7.03,59.56,clothing,12.15,jeans
2443,7.9,59.57,food,16.81,sauce
498,8.75,59.71,furniture,9.05,desk
2640,2.35,59.89,furniture,2.59,bed
6720,3.49,60.06,food,14.6,whey
5133,1.07,60.33,furniture,17.34,press
7117,1.79,60.39,food,13.2,chicken
7851,1.84,60.41,clothing,12.71,trousers
4214,2.75,60.5,food,2.19,noodles
379,9.78,60.53,furniture,12.72,dining table
3706,5.35,60.54,food,11.45,ice cream
9503,6.4,60.56,food,1.49,wrap
5069,2.29,60.8,clothing,10.6,underwear
7647,5.66,60.82,clothing,17.39,underwear
4558,2.8,60.84,clothing,16.53,dress
490,0.98,60.9,clothing,4.18,skirt
5821,7.24,60.91,clothing,12.35,jeans
4263,8.49,61.07,furniture,17.67,cot
8396,3.69,61.11,clothing,5.13,jeans
6256,7.96,61.14,food,2.7,wrap
5333,7.31,61.29,furniture,15.75,bed
3737,5.94,61.4,food,17.9,roll
5876,6.46,61.42,furniture,5.77,shelves
6556,2.04,61.59,food,6.76,sauce
9466,8.23,61.6,food,19.8,noodles
8331,9.11,61.68,clothing,0.84,polo
4295,4.13,61.74,clothing,8.81,trousers
5310,6.5,61.75,food,14.53,quinoa
7237,7.38,61.76,clothing,1.06,trousers
8610,1.63,61.76,clothing,1.8,t-shirt
4015,7.75,61.88,clothing,8.07,trousers
4695,0.64,61.99,clothing,13.13,dress
7175,1.49,62.27,clothing,6.67,skirt
101,1.64,62.35,clothing,8.27,shirt
4899,7.85,62.37,food,1.02,wrap
1957,0.52,62.41,furniture,12.75,desk
2534,6.05,62.52,clothing,9.68,trousers
5803,9.5,62.56,furniture,17.03,press
770,0.76,62.72,food,16.99,noodles
9184,9.6,62.74,food,0.13,sauce
1007,0.19,62.83,clothing,7.38,t-shirt
6483,5.3,62.84,clothing,5.19,jeans
9526,2.7,62.86,furniture,3.38,press
2318,9.85,62.95,food,1.32,roll
5574,5.21,63.06,furniture,9.49,shelves
3649,4.88,63.11,food,11.26,ice cream
4392,9.24,63.15,furniture,10.4,shelves
468,2.25,63.25,food,13.16,quinoa
51,7.25,63.26,furniture,6.98,press
2194,8.75,63.28,furniture,4.13,press
4967,2.73,63.47,food,2.44,bread
7591,5.59,63.5,food,1.1,sauce
